sro,serial,vcode,village_hi,note
sahjanwa,137,1123,डोहरिया खुर्द,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,139,1125,डुमरी,agri: other slabs not non-increasing as printed; other_a 150 < other_b 177 as printed
sahjanwa,140,1126,ढ़ेलहा,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,141,1127,तारडीह,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,142,1128,तालनगरी,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,143,1129,तेलियाडीह,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,144,1130,तेतरिया,agri: other_d 31 as printed
sahjanwa,145,0034,तेनुहारी तप्पा गाहांसाड,agri: other_d 31 (other_c 138) as printed
sahjanwa,146,1131,तेनुहारी तप्पा उ0ह0,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,148,1133,तेनुअन,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,149,1134,तिवरान,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,150,1135,तितनपार,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,151,1136,तिनहरा,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,152,1137,तिलौरा,agri: other_d 46 as printed
sahjanwa,154,1139,थवईपार,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,155,1140,दखिनवां,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,157,1142,दरघाट,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,158,1143,दफतरी,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,159,1144,दुल्टही,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,163,1148,धोवही,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,164,1149,धुरियापार,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,165,1150,नीवी,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,166,1151,नरायनपार,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,167,1152,नरौली,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,168,1153,नारंगपट्टी,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,169,1154,नरकटहा,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,170,1155,नचनी,"agri: link_d 78 > link_c 57 as printed (systematic); village name glyph unclear (नचनी / नचत्री?) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,177,1162,पिपरही,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,178,1163,पिपरी,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,179,1164,पिपरा तप्पा सुरस,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,180,0035,पिपरा,comm: अर्धनगरीय but rural-level rates printed (13200/33000/31900); verified on scan
sahjanwa,184,1169,पट्टी धरमदास,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,185,1170,पनिका,"agri: link_d 78 > link_c 57 as printed (systematic) | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,189,1174,पुण्डा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,190,1175,पतेड़,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,192,1176,पल्हुआपार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,193,1177,प्रानपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,194,1178,फरसाडॉड,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,195,1179,बघौडा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,196,1180,बढ़नी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,197,1181,बंगलाखोर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,198,1182,बसिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,199,1183,बहादुरपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,201,1185,बरईपार तेतरिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,202,1186,बरसिहा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,204,1188,बरौली,agri: other_a 380 exceeds dist_a/link_a (verified as printed)
sahjanwa,208,1192,बरडाड़,agri: nh_d partly obscured by signature (reads 0)
sahjanwa,209,1193,बाघनगर गोल्हिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,210,1194,बांसपार,road: name poorly printed (बांसपार?) | agri: other_a 340 exceeds link_a 330 (as printed)
sahjanwa,211,1195,बांहिलपार,road: name poorly printed (बाछिलपार?)
sahjanwa,212,0037,बोक्टा,road: name partly obscured by hand tick marks (बौक्टा?)
sahjanwa,213,1196,बोगां,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,214,1197,बसन्तपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,215,1198,बड़हाडूडा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,217,1200,बड़गो,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,218,1201,बवड़रा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,220,1203,बुधना,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,222,1205,बेलहर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,224,1207,बेलवाडाड़ी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,225,1208,बन्धुआ उर्फ बौरडीह,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,226,1209,बनकटिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,227,1210,बनकटा,"road: V-code printed as 12010 (5 digits; likely 1210) | comm: V-code printed as 12010 (sequence suggests 1210) | agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,228,1211,बन्हैता,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,229,1213,बनोहिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,230,1214,बनौली,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,233,1217,बनगांवा तप्पा भरसाड़,"agri: unusual pattern: dist_b 250/dist_c 240 high, link_a 260 < dist_a (as printed)"
sahjanwa,234,1218,बलुआ मंझरिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,235,1219,बिड़ार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,236,1220,भटवल,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,237,1221,भीमापार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,238,1222,भीटी,"agri: other_a 380 exceeds dist_a/link_a (verified at 350dpi); link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,242,1226,भरोहिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,243,1227,भर्राकाछ,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,245,1229,भरवल,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,246,1230,भरवल तप्पा- रेट,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,247,1231,भक्सा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,248,1232,भुआ शहीद,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,249,1233,भैंसला,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,250,1234,भदेसरी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,251,1235,भेलउर उर्फ डढ़ौली,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,253,1237,भगवानपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,255,1239,भिखरा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,256,1240,भिटहा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,257,1241,भिटनी,comm: shop_single_land partly under signature (reads 13200)
sahjanwa,258,1242,मधुवनडाड़ी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,259,1243,मदुई,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,260,1244,मझौरा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,261,1245,मझवा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,262,1246,मंझरिया त0-पचौरी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,263,1247,मेहरूकुण्डल,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,264,1248,मंझरिया त0 उ0ह0,road: first digit of r2to5 overlapped by signature; read 7400
sahjanwa,265,1249,मंझरिया खुर्द,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,266,1250,मंझरिया महाजी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,268,1252,मंझरिया तौफिर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,269,1253,मंझरियां,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,270,1254,मइला,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,272,1256,ममउर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,276,1260,महुआपार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,278,1262,माधोपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,281,1265,मोहनाग,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,282,1266,मॉट,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,283,1267,मदरहा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,284,1268,मुण्डाकोड़रा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,285,1269,मुडिला,"comm: shop_single_land partly under signature (reads 13200) | agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,286,1270,मुहम्मदपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,287,1271,मुस्तफाबाद,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,291,1275,मेहदिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,294,1278,मक्टापार,"agri: name reading uncertain (मक्टापार/मव्टापार); link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,295,1279,मल्हीपुर,agri: dist_c reads 125 (similar rows print 123; checked at 350dpi)
sahjanwa,296,1280,मिश्रौलिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,301,1285,रामपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,302,1286,रामपुर त0-भदेसरी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,304,1288,रामडीहतोरनी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,310,1294,रानूखोर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,311,1295,रेहसजोत,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,312,1296,रेवडा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,313,1297,रेट खास,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,314,1298,रन्दौली उर्फ मठिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,316,1300,लखनापार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,317,1301,लहुरदेवा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,318,1302,लोनिया,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,319,1303,लोहसड़ा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,323,1304,विशुनपुर त0-उ0ह0,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,324,1305,विशुनपुर त0-सतगांवा,no row in road/comm/agri table
sahjanwa,326,1307,विशुनपुर त0-सूरस,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,327,1308,विसरी,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,328,1309,विजौवा,"road: V-code printed 1309 (out of sequence; possibly 1209/1210) | comm: V-code 1309 out of local sequence (as printed) | agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,329,1310,वरउर,agri: link_d printed 76 (other rows 78; checked at 350dpi)
sahjanwa,330,1311,वरनाटिकर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,331,1312,वैदौली,"comm: V-code printed as 13012 (sequence suggests 1312) | agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,332,1313,वैजलपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,333,1314,वनौडा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,334,1315,शम्भू चकसेमरा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,335,1316,शाहपुर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,338,0041,सहबाजगंज,"road: large jump 9500->15000 between r2to5 and r5to9, clearly printed; verify | agri: dist_a 1500 much higher than link_a 950 (similar row 210 prints 960; verified as printed at 350dpi)"
sahjanwa,339,1317,सहजूपार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,340,1318,सीयर,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,344,1322,सोनबरसा,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,345,1323,सोनचार,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list | no row in comm table"
sahjanwa,346,1324,सुथनी,"comm: serial 363 (and V-code 1323) absent from page; 362 is followed by 364 as printed | agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,347,1325,सुरदही,"agri: link_d printed 78; order dated 09.01.2017 (PDF p95) says 78 in col 16 is a typo for 38 | agri link_d printed 78, corrected to 38 per AIG Registration order 09.01.2017 printed in the list"
sahjanwa,349,1327,सुरगहना,agri: other_d printed 31 (similar rows print 38; checked at 350dpi)
